DATE,HORIZON,ASSET_TYPE,ASSET,EXPECTED_RETURN
2017-12-31,1M,Equity Common Stock,MA.N,0.3592216
2017-12-31,1M,Equity Common Stock,ICE.N,0.2770628
2017-12-31,1M,Equity Common Stock,UAA.N,-0.1927309
2017-12-31,1M,Equity Common Stock,CBS.N,0.0593304
2017-12-31,1M,Equity Common Stock,VIAB.OQ,-0.1567465
2017-12-31,1M,Equity Common Stock,CMG.N,-0.2164864
2017-12-31,1M,Equity Common Stock,UAL.OQ,0.0495772
2017-12-31,1M,Equity Common Stock,TDG.N,0.2463207
2017-12-31,1M,Equity Common Stock,IPGP.OQ,0.3639820
2017-12-31,1M,Equity Common Stock,HBI.N,-0.0848574
2017-12-31,1M,Equity Common Stock,WU.N,0.0568885
2017-12-31,1M,Equity Common Stock,BR.N,0.4597703
2017-12-31,1M,Equity Common Stock,DAL.N,0.0849264
2017-12-31,1M,Equity Common Stock,TEL.N,0.2536569
2017-12-31,1M,Equity Common Stock,DFS.N,0.0957012
2017-12-31,1M,Equity Common Stock,CXO.N,0.1761688
2017-12-31,1M,Equity Common Stock,ULTA.OQ,0.2589154
2017-12-31,1M,Equity Common Stock,MSCI.N,0.5091968
2017-12-31,1M,Equity Common Stock,PM.N,0.1631691
2017-12-31,1M,Equity Common Stock,V.N,0.3727118
2017-12-31,1M,Equity Common Stock,AWK.N,0.3471942
2017-12-31,1M,Equity Common Stock,DISCA.OQ,-0.1040756
2017-12-31,1M,Equity Common Stock,DISCK.OQ,-0.1193121
2017-12-31,1M,Equity Common Stock,AVGO.OQ,0.3595758
2017-12-31,1M,Equity Common Stock,VRSK.OQ,0.2695013
2017-12-31,1M,Equity Common Stock,MRK.N,0.0198486
2017-12-31,1M,Equity Common Stock,DG.N,0.1432606
2017-12-31,1M,Equity Common Stock,CHTR.OQ,0.2661935
2017-12-31,1M,Equity Common Stock,LYB.N,0.1676146
2017-12-31,1M,Equity Common Stock,CBOE.Z,0.4031961
2017-12-31,1M,Equity Common Stock,KMI.N,-0.2085828
2017-12-31,1M,Equity Common Stock,HCA.N,0.1113042
2017-12-31,1M,Equity Common Stock,NLSN.N,-0.0745751
2017-12-31,1M,Equity Common Stock,GM.N,0.0994856
2017-12-31,1M,Equity Common Stock,HII.N,0.3371733
2017-12-31,1M,Equity Common Stock,MPC.N,0.1714320
2017-12-31,1M,Equity Common Stock,FBHS.N,0.2538702
2017-12-31,1M,Equity Common Stock,XYL.N,0.3498071
2017-12-31,1M,Equity Common Stock,APTV.N,0.1648616
2017-12-31,1M,Equity Common Stock,TRIP.OQ,-0.1102177
2017-12-31,1M,Equity Common Stock,KORS.N,0.0146505
2017-12-31,1M,Equity Common Stock,FLT.N,0.1321489
2017-12-31,1M,Equity Common Stock,FB.OQ,0.4595043
2017-12-31,1M,Equity Common Stock,PSX.N,0.2084587
2017-12-31,1M,Equity Common Stock,ABBV.N,0.1968015
2017-12-31,1M,Equity Common Stock,QRVO.OQ,0.0675992
2017-12-31,1M,Equity Common Stock,EVHC.N,-0.0829591
2017-11-30,1M,Equity Common Stock,AFL.N,0.2718238
2017-11-30,1M,Equity Common Stock,AES.N,-0.0778464
2017-11-30,1M,Equity Common Stock,ABT.N,0.1370128
2017-11-30,1M,Equity Common Stock,ABMD.OQ,0.4848596
2017-11-30,1M,Equity Common Stock,ATVI.OQ,0.4483600
2017-11-30,1M,Equity Common Stock,ADBE.OQ,0.4919703
2017-11-30,1M,Equity Common Stock,AMD.OQ,0.3069657
2017-11-30,1M,Equity Common Stock,AMG.N,0.0298501
2017-11-30,1M,Equity Common Stock,APD.N,0.1502855
2017-11-30,1M,Equity Common Stock,ALK.N,0.0934109
2017-11-30,1M,Equity Common Stock,ALB.N,0.2971944
2017-11-30,1M,Equity Common Stock,ALXN.OQ,-0.1006424
2017-11-30,1M,Equity Common Stock,HON.N,0.3748108
2017-11-30,1M,Equity Common Stock,ALL.N,0.2778100
2017-11-30,1M,Equity Common Stock,ARNC.N,-0.0546119
2017-11-30,1M,Equity Common Stock,HES.N,-0.0725932
2017-11-30,1M,Equity Common Stock,AEE.N,0.2759920
2017-11-30,1M,Equity Common Stock,AEP.N,0.2046262
2017-11-30,1M,Equity Common Stock,AXP.N,0.0573558
2017-11-30,1M,Equity Common Stock,AIG.N,0.0709582
2017-11-30,1M,Equity Common Stock,ABC.N,0.0087709
2017-11-30,1M,Equity Common Stock,AME.N,0.2241217
2017-11-30,1M,Equity Common Stock,AMGN.OQ,0.0582309
2017-11-30,1M,Equity Common Stock,APH.N,0.3939821
2017-11-30,1M,Equity Common Stock,APC.N,-0.0813461
2017-11-30,1M,Equity Common Stock,ADI.OQ,0.2161404
2017-11-30,1M,Equity Common Stock,AON.N,0.2875488
2017-11-30,1M,Equity Common Stock,APA.N,-0.0460728
2017-11-30,1M,Equity Common Stock,AIV.N,0.1190084
2017-11-30,1M,Equity Common Stock,AAPL.OQ,0.1851659
2017-11-30,1M,Equity Common Stock,AMAT.OQ,0.2964529
2017-11-30,1M,Equity Common Stock,ADM.N,-0.0957183
2017-11-30,1M,Equity Common Stock,ADSK.OQ,0.2022601
2017-11-30,1M,Equity Common Stock,ADP.OQ,0.1869413
2017-11-30,1M,Equity Common Stock,AZO.N,0.1098427
2017-11-30,1M,Equity Common Stock,AVB.N,0.0976394
2017-11-30,1M,Equity Common Stock,AVY.N,0.4884842
2017-11-30,1M,Equity Common Stock,BBT.N,0.1652888
2017-11-30,1M,Equity Common Stock,BHGE.N,-0.0892383
2017-11-30,1M,Equity Common Stock,BLL.N,0.1184177
2017-11-30,1M,Equity Common Stock,BAX.N,0.2981917
2017-11-30,1M,Equity Common Stock,BDX.N,0.3511575
2017-11-30,1M,Equity Common Stock,VZ.N,0.0280869
2017-11-30,1M,Equity Common Stock,BRKb.N,0.2300358
2017-11-30,1M,Equity Common Stock,BBY.N,0.1963945
2017-11-30,1M,Equity Common Stock,HRB.N,-0.0399715
2017-11-30,1M,Equity Common Stock,BA.N,0.3289280
2017-11-30,1M,Equity Common Stock,BWA.N,0.0430286
2017-11-30,1M,Equity Common Stock,BSX.N,0.3604581
2017-11-30,1M,Equity Common Stock,BMY.N,0.0632927
2017-11-30,1M,Equity Common Stock,BFb.N,0.1457768
2017-11-30,1M,Equity Common Stock,CI.N,0.3491637
2017-11-30,1M,Equity Common Stock,CMS.N,0.2697716
2017-11-30,1M,Equity Common Stock,CSX.OQ,0.1805419
2017-11-30,1M,Equity Common Stock,CVS.N,-0.0620119
2017-11-30,1M,Equity Common Stock,COG.N,0.0009613
2017-11-30,1M,Equity Common Stock,CDNS.OQ,0.4585074
2017-11-30,1M,Equity Common Stock,CPB.N,0.0710558
2017-11-30,1M,Equity Common Stock,STZ.N,0.5302426
2017-11-30,1M,Equity Common Stock,COF.N,0.0748746
2017-11-30,1M,Equity Common Stock,CAH.N,-0.1364627
2017-11-30,1M,Equity Common Stock,CCL.N,0.2263485
2017-11-30,1M,Equity Common Stock,CAT.N,0.1651583
2017-11-30,1M,Equity Common Stock,CELG.OQ,0.0119253
2017-11-30,1M,Equity Common Stock,CERN.OQ,0.0719391
2017-11-30,1M,Equity Common Stock,JPM.N,0.2842441
2017-11-30,1M,Equity Common Stock,CVX.N,0.0701929
2017-11-30,1M,Equity Common Stock,CHD.N,0.1553310
2017-11-30,1M,Equity Common Stock,CINF.OQ,0.2493617
2017-11-30,1M,Equity Common Stock,CSCO.OQ,0.1704242
2017-11-30,1M,Equity Common Stock,CTAS.OQ,0.5101977
2017-11-30,1M,Equity Common Stock,CTXS.OQ,0.2610910
2017-11-30,1M,Equity Common Stock,CLX.N,0.2240074
2017-11-30,1M,Equity Common Stock,KO.N,0.0335056
2017-11-30,1M,Equity Common Stock,CL.N,0.0470237
2017-11-30,1M,Equity Common Stock,CMA.N,0.2318301
2017-11-30,1M,Equity Common Stock,CA.OQ,0.0595277
2017-11-30,1M,Equity Common Stock,DXC.N,0.3993454
2017-11-30,1M,Equity Common Stock,CAG.N,0.1949744
2017-11-30,1M,Equity Common Stock,ED.N,0.2202407
2017-11-30,1M,Equity Common Stock,COO.N,0.2024759
2017-11-30,1M,Equity Common Stock,TAP.N,0.0313584
2017-11-30,1M,Equity Common Stock,CPRT.OQ,0.4390886
2017-11-30,1M,Equity Common Stock,GLW.N,0.2357038
2017-11-30,1M,Equity Common Stock,CMI.N,0.0965381
2017-11-30,1M,Equity Common Stock,DHI.N,0.3308677
2017-11-30,1M,Equity Common Stock,DTE.N,0.2572860
2017-11-30,1M,Equity Common Stock,DHR.N,0.2944878
2017-11-30,1M,Equity Common Stock,DRI.N,0.2690642
2017-11-30,1M,Equity Common Stock,TGT.N,-0.0724672
2017-11-30,1M,Equity Common Stock,DE.N,0.2859357
2017-11-30,1M,Equity Common Stock,XRAY.OQ,0.1221200
2017-11-30,1M,Equity Common Stock,DIS.N,0.0891590
2017-11-30,1M,Equity Common Stock,DLTR.OQ,0.1858686
2017-11-30,1M,Equity Common Stock,D.N,0.1233833
2017-11-30,1M,Equity Common Stock,DOV.N,0.1505937
2017-11-30,1M,Equity Common Stock,DUK.N,0.0817145
2017-11-30,1M,Equity Common Stock,DRE.N,0.2322656
2017-11-30,1M,Equity Common Stock,ETFC.OQ,0.2995654
2017-11-30,1M,Equity Common Stock,EMN.N,0.0792925
2017-11-30,1M,Equity Common Stock,ETN.N,0.0922551
2017-11-30,1M,Equity Common Stock,ECL.N,0.1721410
2017-11-30,1M,Equity Common Stock,EIX.N,0.1698966
2017-11-30,1M,Equity Common Stock,EA.OQ,0.3663800
2017-11-30,1M,Equity Common Stock,EMR.N,0.0344250
2017-11-30,1M,Equity Common Stock,EOG.N,0.0963308
2017-11-30,1M,Equity Common Stock,ETR.N,0.0407914
2017-11-30,1M,Equity Common Stock,EFX.N,0.1896917
2017-11-30,1M,Equity Common Stock,EQT.N,-0.0992235
2017-11-30,1M,Equity Common Stock,EQR.N,0.0837363
2017-11-30,1M,Equity Common Stock,RE.N,0.1765274
2017-11-30,1M,Equity Common Stock,EXPD.OQ,0.2284784
2017-11-30,1M,Equity Common Stock,ESRX.OQ,-0.0953803
2017-11-30,1M,Equity Common Stock,XOM.N,-0.0369884
2017-11-30,1M,Equity Common Stock,FMC.N,0.2157277
2017-11-30,1M,Equity Common Stock,NEE.N,0.2829823
2017-11-30,1M,Equity Common Stock,FAST.OQ,0.0938830
2017-11-30,1M,Equity Common Stock,FDX.N,0.1485954
2017-11-30,1M,Equity Common Stock,FRT.N,0.0206639
2017-11-30,1M,Equity Common Stock,M.N,-0.1980792
2017-11-30,1M,Equity Common Stock,FITB.OQ,0.1904266
2017-11-30,1M,Equity Common Stock,FISV.OQ,0.4378306
2017-11-30,1M,Equity Common Stock,FE.N,-0.0142842
2017-11-30,1M,Equity Common Stock,FLS.N,-0.0869110
2017-11-30,1M,Equity Common Stock,BEN.N,-0.0834180
2017-11-30,1M,Equity Common Stock,FCX.N,0.0261248
2017-11-30,1M,Equity Common Stock,AJG.N,0.2205549
2017-11-30,1M,Equity Common Stock,GPS.N,0.0106498
2017-11-30,1M,Equity Common Stock,IT.N,0.1928589
2017-11-30,1M,Equity Common Stock,GD.N,0.2430784
2017-11-30,1M,Equity Common Stock,GE.N,-0.1462313
2017-11-30,1M,Equity Common Stock,GIS.N,0.0661770
2017-11-30,1M,Equity Common Stock,GPC.N,-0.0229173
2017-11-30,1M,Equity Common Stock,GILD.OQ,-0.0931904
2017-11-30,1M,Equity Common Stock,GT.OQ,0.0972811
2017-11-30,1M,Equity Common Stock,GWW.N,-0.0112924
2017-11-30,1M,Equity Common Stock,HAL.N,0.0337124
2017-11-30,1M,Equity Common Stock,HOG.N,-0.0965574
2017-11-30,1M,Equity Common Stock,HRS.N,0.3744779
2017-11-30,1M,Equity Common Stock,HIG.N,0.2183741
2017-11-30,1M,Equity Common Stock,HAS.OQ,0.2315283
2017-11-30,1M,Equity Common Stock,HCP.N,-0.1595207
2017-11-30,1M,Equity Common Stock,WELL.N,-0.0187526
2017-11-30,1M,Equity Common Stock,HP.N,0.0083907
2017-11-30,1M,Equity Common Stock,HSY.N,0.0760484
2017-11-30,1M,Equity Common Stock,HPQ.N,0.1062399
2017-11-30,1M,Equity Common Stock,HFC.N,0.0747468
2017-11-30,1M,Equity Common Stock,HOLX.OQ,0.2375344
2017-11-30,1M,Equity Common Stock,HD.N,0.3858218
2017-11-30,1M,Equity Common Stock,HRL.N,0.1709003
2017-11-30,1M,Equity Common Stock,HST.N,-0.0364776
2017-11-30,1M,Equity Common Stock,HUM.N,0.2525794
2017-11-30,1M,Equity Common Stock,JBHT.OQ,0.1687646
2017-11-30,1M,Equity Common Stock,HBAN.OQ,0.1728322
2017-11-30,1M,Equity Common Stock,BIIB.OQ,0.0841690
2017-11-30,1M,Equity Common Stock,MOS.N,-0.1247086
2017-11-30,1M,Equity Common Stock,IDXX.OQ,0.3152167
2017-11-30,1M,Equity Common Stock,ITW.N,0.3735627
2017-11-30,1M,Equity Common Stock,INCY.OQ,0.1260362
2017-11-30,1M,Equity Common Stock,IR.N,0.1849512
2017-11-30,1M,Equity Common Stock,NKTR.OQ,0.2140574
2017-11-30,1M,Equity Common Stock,INTC.OQ,0.1104924
2017-11-30,1M,Equity Common Stock,IBM.N,-0.0041826
2017-11-30,1M,Equity Common Stock,IFF.N,0.2300571
2017-11-30,1M,Equity Common Stock,IP.N,0.0532774
2017-11-30,1M,Equity Common Stock,IPG.N,0.0186272
2017-11-30,1M,Equity Common Stock,INTU.OQ,0.2737995
2017-11-30,1M,Equity Common Stock,JEC.N,0.1630556
2017-11-30,1M,Equity Common Stock,JNJ.N,0.2147051
2017-11-30,1M,Equity Common Stock,KLAC.OQ,0.1687721
2017-11-30,1M,Equity Common Stock,KSU.N,0.0131936
2017-11-30,1M,Equity Common Stock,K.N,0.0152948
2017-11-30,1M,Equity Common Stock,KEY.N,0.1618088
2017-11-30,1M,Equity Common Stock,KMB.N,0.0387804
2017-11-30,1M,Equity Common Stock,KIM.N,-0.1086487
2017-11-30,1M,Equity Common Stock,KSS.N,-0.0139140
2017-11-30,1M,Equity Common Stock,KR.N,-0.0070139
2017-11-30,1M,Equity Common Stock,LH.N,0.2470125
2017-11-30,1M,Equity Common Stock,LRCX.OQ,0.3387669
2017-11-30,1M,Equity Common Stock,EL.N,0.2899162
2017-11-30,1M,Equity Common Stock,LEG.N,0.0969449
2017-11-30,1M,Equity Common Stock,LEN.N,0.1617037
2017-11-30,1M,Equity Common Stock,JEF.N,0.0856581
2017-11-30,1M,Equity Common Stock,LLY.N,0.1482774
2017-11-30,1M,Equity Common Stock,LB.N,-0.0450733
2017-11-30,1M,Equity Common Stock,LNC.N,0.1334005
2017-11-30,1M,Equity Common Stock,LMT.N,0.3853320
2017-11-30,1M,Equity Common Stock,L.N,0.1754606
2017-11-30,1M,Equity Common Stock,LOW.N,0.1646869
2017-11-30,1M,Equity Common Stock,MTB.N,0.1638845
2017-11-30,1M,Equity Common Stock,MGM.N,0.1809712
2017-11-30,1M,Equity Common Stock,MAC.N,-0.0395628
2017-11-30,1M,Equity Common Stock,MMC.N,0.2803300
2017-11-30,1M,Equity Common Stock,MAR.OQ,0.2368197
2017-11-30,1M,Equity Common Stock,MLM.N,0.2167406
2017-11-30,1M,Equity Common Stock,MAS.N,0.3507078
2017-11-30,1M,Equity Common Stock,MAT.OQ,-0.0971298
2017-11-30,1M,Equity Common Stock,MKC.N,0.2429987
2017-11-30,1M,Equity Common Stock,MCD.N,0.4021372
2017-11-30,1M,Equity Common Stock,SPGI.N,0.2820240
2017-11-30,1M,Equity Common Stock,MCK.N,-0.0781244
2017-11-30,1M,Equity Common Stock,MDT.N,0.0840032
2017-11-30,1M,Equity Common Stock,BK.N,0.1803175
2017-11-30,1M,Equity Common Stock,MSFT.OQ,0.2590520
2017-11-30,1M,Equity Common Stock,MCHP.OQ,0.3367864
2017-11-30,1M,Equity Common Stock,MU.OQ,0.0995490
2017-11-30,1M,Equity Common Stock,MAA.N,0.2009582
2017-11-30,1M,Equity Common Stock,MMM.N,0.3105403
2017-11-30,1M,Equity Common Stock,MHK.N,0.3376323
2017-11-30,1M,Equity Common Stock,MS.N,0.1761980
2017-11-30,1M,Equity Common Stock,MSI.N,0.2079992
2017-11-30,1M,Equity Common Stock,MYL.OQ,-0.0899740
2017-11-30,1M,Equity Common Stock,NTAP.OQ,0.1233255
2017-11-30,1M,Equity Common Stock,NFX.N,0.0819389
2017-11-30,1M,Equity Common Stock,NEM.N,0.2071491
2017-11-30,1M,Equity Common Stock,NKE.N,0.1287087
2017-11-30,1M,Equity Common Stock,NBL.N,-0.1597171
2017-11-30,1M,Equity Common Stock,JWN.N,-0.0824641
2017-11-30,1M,Equity Common Stock,NSC.N,0.1152719
2017-11-30,1M,Equity Common Stock,ES.N,0.1702375
2017-11-30,1M,Equity Common Stock,XEL.OQ,0.2958507
2017-11-30,1M,Equity Common Stock,NTRS.OQ,0.1931597
2017-11-30,1M,Equity Common Stock,NOC.N,0.5141311
2017-11-30,1M,Equity Common Stock,WFC.N,0.0447946
2017-11-30,1M,Equity Common Stock,NUE.N,0.0606601
2017-11-30,1M,Equity Common Stock,OXY.N,-0.0142486
2017-11-30,1M,Equity Common Stock,OMC.N,-0.0159627
2017-11-30,1M,Equity Common Stock,OKE.N,0.0327536
2017-11-30,1M,Equity Common Stock,ORCL.N,0.1093361
2017-11-30,1M,Equity Common Stock,ORLY.OQ,0.1570626
2017-11-30,1M,Equity Common Stock,EXC.N,0.1043034
2017-11-30,1M,Equity Common Stock,PCG.N,0.0641264
2017-11-30,1M,Equity Common Stock,PNC.N,0.2721213
2017-11-30,1M,Equity Common Stock,PPL.N,0.0967523
2017-11-30,1M,Equity Common Stock,PPG.N,0.0588042
2017-11-30,1M,Equity Common Stock,PCAR.OQ,0.0760754
2017-11-30,1M,Equity Common Stock,PH.N,0.2237602
2017-11-30,1M,Equity Common Stock,PAYX.OQ,0.2268341
2017-11-30,1M,Equity Common Stock,PNR.N,0.0725717
2017-11-30,1M,Equity Common Stock,PBCT.OQ,0.1562538
2017-11-30,1M,Equity Common Stock,PEP.OQ,0.1394318
2017-11-30,1M,Equity Common Stock,PRGO.N,-0.1874576
2017-11-30,1M,Equity Common Stock,PFE.N,0.1121315
2017-11-30,1M,Equity Common Stock,MO.N,0.1830043
2017-11-30,1M,Equity Common Stock,COP.N,-0.0396154
2017-11-30,1M,Equity Common Stock,PVH.N,0.0596770
2017-11-30,1M,Equity Common Stock,PNW.N,0.2461279
2017-11-30,1M,Equity Common Stock,PXD.N,0.0695229
2017-11-30,1M,Equity Common Stock,PX.N,0.1285369
2017-11-30,1M,Equity Common Stock,TROW.OQ,0.1401859
2017-11-30,1M,Equity Common Stock,PG.N,0.0135515
2017-11-30,1M,Equity Common Stock,PGR.N,0.4534089
2017-11-30,1M,Equity Common Stock,PEG.N,0.1748731
2017-11-30,1M,Equity Common Stock,PSA.N,0.0935462
2017-11-30,1M,Equity Common Stock,PHM.N,0.2248708
2017-11-30,1M,Equity Common Stock,QCOM.OQ,0.0195374
2017-11-30,1M,Equity Common Stock,PWR.N,0.1182143
2017-11-30,1M,Equity Common Stock,RJF.N,0.1966284
2017-11-30,1M,Equity Common Stock,O.N,0.1080239
2017-11-30,1M,Equity Common Stock,REGN.OQ,0.0064749
2017-11-30,1M,Equity Common Stock,REG.N,0.0765982
2017-11-30,1M,Equity Common Stock,RMD.N,0.2355392
2017-11-30,1M,Equity Common Stock,RHI.N,0.0381900
2017-11-30,1M,Equity Common Stock,ROK.N,0.2954800
2017-11-30,1M,Equity Common Stock,ROL.N,0.4957291
2017-11-30,1M,Equity Common Stock,ROP.N,0.3129714
2017-11-30,1M,Equity Common Stock,ROST.OQ,0.2550164
2017-11-30,1M,Equity Common Stock,T.N,0.0404097
2017-11-30,1M,Equity Common Stock,TRV.N,0.1719969
2017-11-30,1M,Equity Common Stock,SCG.N,-0.0981456
2017-11-30,1M,Equity Common Stock,HSIC.OQ,0.0468128
2017-11-30,1M,Equity Common Stock,SLB.N,-0.1174802
2017-11-30,1M,Equity Common Stock,SCHW.N,0.2134523
2017-11-30,1M,Equity Common Stock,SEE.N,0.1231122
2017-11-30,1M,Equity Common Stock,SRE.N,0.0747665
2017-11-30,1M,Equity Common Stock,SHW.N,0.2422339
2017-11-30,1M,Equity Common Stock,SIVB.OQ,0.2755250
2017-11-30,1M,Equity Common Stock,SPG.N,-0.0310861
2017-11-30,1M,Equity Common Stock,AOS.N,0.4561638
2017-11-30,1M,Equity Common Stock,SNA.N,0.1524774
2017-11-30,1M,Equity Common Stock,SO.N,0.0712703
2017-11-30,1M,Equity Common Stock,LUV.N,0.1661446
2017-11-30,1M,Equity Common Stock,SWK.N,0.3647895
2017-11-30,1M,Equity Common Stock,USB.N,0.1658869
2017-11-30,1M,Equity Common Stock,SBUX.OQ,0.2333407
2017-11-30,1M,Equity Common Stock,STT.N,0.1197699
2017-11-30,1M,Equity Common Stock,SYK.N,0.4044030
2017-11-30,1M,Equity Common Stock,STI.N,0.2219427
2017-11-30,1M,Equity Common Stock,SYMC.OQ,0.1503039
2017-11-30,1M,Equity Common Stock,SNPS.OQ,0.4425505
2017-11-30,1M,Equity Common Stock,SYY.N,0.2534860
2017-11-30,1M,Equity Common Stock,TJX.N,0.1138226
2017-11-30,1M,Equity Common Stock,TXN.OQ,0.3378133
2017-11-30,1M,Equity Common Stock,TXT.N,0.1475183
2017-11-30,1M,Equity Common Stock,TMO.N,0.2496242
2017-11-30,1M,Equity Common Stock,TIF.N,-0.0080598
2017-11-30,1M,Equity Common Stock,TMK.N,0.3499370
2017-11-30,1M,Equity Common Stock,DVA.N,-0.0834538
2017-11-30,1M,Equity Common Stock,TSS.N,0.3760695
2017-11-30,1M,Equity Common Stock,TSCO.OQ,-0.0094484
2017-11-30,1M,Equity Common Stock,C.N,0.1667374
2017-11-30,1M,Equity Common Stock,YUM.N,0.2333754
2017-11-30,1M,Equity Common Stock,TSN.N,0.2878076
2017-11-30,1M,Equity Common Stock,MRO.N,-0.0456283
2017-11-30,1M,Equity Common Stock,WM.N,0.3861951
2017-11-30,1M,Equity Common Stock,UNP.N,0.0659536
2017-11-30,1M,Equity Common Stock,UDR.N,0.1736973
2017-11-30,1M,Equity Common Stock,UNH.N,0.5944520
2017-11-30,1M,Equity Common Stock,UTX.N,0.0806116
2017-11-30,1M,Equity Common Stock,UHS.N,0.0466715
2017-11-30,1M,Equity Common Stock,VFC.N,0.0059359
2017-11-30,1M,Equity Common Stock,VLO.N,0.2569825
2017-11-30,1M,Equity Common Stock,VTR.N,0.0385872
2017-11-30,1M,Equity Common Stock,FL.N,-0.0179926
2017-11-30,1M,Equity Common Stock,VRSN.OQ,0.2931403
2017-11-30,1M,Equity Common Stock,VRTX.OQ,0.1060860
2017-11-30,1M,Equity Common Stock,VNO.N,0.0026404
2017-11-30,1M,Equity Common Stock,VMC.N,0.3383532
2017-11-30,1M,Equity Common Stock,WMT.N,0.0822012
2017-11-30,1M,Equity Common Stock,WBA.OQ,0.0562183
2017-11-30,1M,Equity Common Stock,WAT.N,0.2870895
2017-11-30,1M,Equity Common Stock,AGN.N,-0.1109176
2017-11-30,1M,Equity Common Stock,WDC.OQ,-0.0218307
2017-11-30,1M,Equity Common Stock,EVRG.N,0.2411546
2017-11-30,1M,Equity Common Stock,WY.N,0.0299976
2017-11-30,1M,Equity Common Stock,WHR.N,0.0049383
2017-11-30,1M,Equity Common Stock,WMB.N,-0.0813178
2017-11-30,1M,Equity Common Stock,WEC.N,0.2191680
2017-11-30,1M,Equity Common Stock,XLNX.OQ,0.2151569
2017-11-30,1M,Equity Common Stock,XRX.N,-0.0468465
2017-11-30,1M,Equity Common Stock,ZION.OQ,0.2272650
2017-11-30,1M,Equity Common Stock,CB.N,0.2304302
2017-11-30,1M,Equity Common Stock,JCI.N,0.0002391
2017-11-30,1M,Equity Common Stock,RCL.N,0.2177810
2017-11-30,1M,Equity Common Stock,AMT.N,0.1842590
2017-11-30,1M,Equity Common Stock,MCO.N,0.2332535
2017-11-30,1M,Equity Common Stock,DGX.N,0.2317311
2017-11-30,1M,Equity Common Stock,SRCL.OQ,-0.2431360
2017-11-30,1M,Equity Common Stock,PLD.N,0.2609701
2017-11-30,1M,Equity Common Stock,URI.N,0.1379496
2017-11-30,1M,Equity Common Stock,CNP.N,0.1555348
2017-11-30,1M,Equity Common Stock,NWL.N,-0.0227646
2017-11-30,1M,Equity Common Stock,VAR.N,0.2065635
2017-11-30,1M,Equity Common Stock,BXP.N,0.0302518
2017-11-30,1M,Equity Common Stock,ESS.N,0.1393912
2017-11-30,1M,Equity Common Stock,ARE.N,0.2340450
2017-11-30,1M,Equity Common Stock,CHRW.OQ,0.1051859
2017-11-30,1M,Equity Common Stock,DISH.OQ,-0.1809712
2017-11-30,1M,Equity Common Stock,LLL.N,0.2424199
2017-11-30,1M,Equity Common Stock,MTD.N,0.3916911
2017-11-30,1M,Equity Common Stock,IRM.N,0.0626882
2017-11-30,1M,Equity Common Stock,SLG.N,-0.0237689
2017-11-30,1M,Equity Common Stock,NI.N,0.3298065
2017-11-30,1M,Equity Common Stock,SWKS.OQ,0.1772758
2017-11-30,1M,Equity Common Stock,BAC.N,0.2093934
2017-11-30,1M,Equity Common Stock,AMZN.OQ,0.4774913
2017-11-30,1M,Equity Common Stock,NOV.N,-0.1871186
2017-11-30,1M,Equity Common Stock,RL.N,-0.1775008
2017-11-30,1M,Equity Common Stock,LNT.N,0.2472585
2017-11-30,1M,Equity Common Stock,CTL.N,-0.2960406
2017-11-30,1M,Equity Common Stock,CTSH.OQ,0.1505818
2017-11-30,1M,Equity Common Stock,CCI.N,0.2011456
2017-11-30,1M,Equity Common Stock,EBAY.OQ,0.1747486
2017-11-30,1M,Equity Common Stock,GS.N,0.1397867
2017-11-30,1M,Equity Common Stock,NVDA.OQ,0.6225525
2017-11-30,1M,Equity Common Stock,BKNG.OQ,0.1747364
2017-11-30,1M,Equity Common Stock,RSG.N,0.4898776
2017-11-30,1M,Equity Common Stock,UNM.N,0.2455108
2017-11-30,1M,Equity Common Stock,COST.OQ,0.1958521
2017-11-30,1M,Equity Common Stock,DVN.N,-0.0119460
2017-11-30,1M,Equity Common Stock,PKI.N,0.2808569
2017-11-30,1M,Equity Common Stock,TTWO.OQ,0.5253320
2017-11-30,1M,Equity Common Stock,AKAM.OQ,0.0069831
2017-11-30,1M,Equity Common Stock,UPS.N,0.0875996
2017-11-30,1M,Equity Common Stock,JNPR.N,0.1186855
2017-11-30,1M,Equity Common Stock,RHT.N,0.3229703
2017-11-30,1M,Equity Common Stock,FLIR.OQ,0.2026511
2017-11-30,1M,Equity Common Stock,EW.N,0.2337017
2017-11-30,1M,Equity Common Stock,A.N,0.2471795
2017-11-30,1M,Equity Common Stock,BLK.N,0.1888347
2017-11-30,1M,Equity Common Stock,FFIV.OQ,0.0473452
2017-11-30,1M,Equity Common Stock,MET.N,0.0657705
2017-11-30,1M,Equity Common Stock,PKG.N,0.1990387
2017-11-30,1M,Equity Common Stock,SBAC.OQ,0.1701834
2017-11-30,1M,Equity Common Stock,F.N,-0.1033860
2017-11-30,1M,Equity Common Stock,AET.N,0.3438297
2017-11-30,1M,Equity Common Stock,FLR.N,-0.0622900
2017-11-30,1M,Equity Common Stock,GPN.N,0.4051173
2017-11-30,1M,Equity Common Stock,TPR.N,0.0796004
2017-11-30,1M,Equity Common Stock,RTN.N,0.3503140
2017-11-30,1M,Equity Common Stock,ALGN.OQ,0.5997364
2017-11-30,1M,Equity Common Stock,ANSS.OQ,0.3262644
2017-11-30,1M,Equity Common Stock,KMX.N,0.1037787
2017-11-30,1M,Equity Common Stock,ILMN.OQ,0.1009739
